record_number,normalized_year,vd17_id,title,Member_number_new,First_name_new,Last_name_new,Society_name_new,GND,role2,field_code,genre
52748,1662,28:747098L,Entbieten allen und jeden in höchstgedacht Ihrer Königl. Maytt. Hertzog- und Fürstenthumben Pommern und Rügen befindlichen Unterthanen und Einwohnern ... Unsern Gruß; und fügen denenselben hiemit zu wissen. Demnach Gottes ernster Wille und Befehl ist/ daß der Feyertag dergestalt gehalten werde/ damit an demselben nicht allein Menschen und Viehe von ihrer Arbeit ruhen/ sondern auch dem Allerhöchsten Gott ... für seine Wollthaten und Gaben gedancket/ und Derselbe umb Vergebung der Sünden ... angeruffen werde,523,Greve Carl Gustav Wrangel,af Salmis,Der Obsiegende,gnd/118807935,VerfasserIn,028A,Verordnung
52748,1662,28:747098L,Entbieten allen und jeden in höchstgedacht Ihrer Königl. Maytt. Hertzog- und Fürstenthumben Pommern und Rügen befindlichen Unterthanen und Einwohnern ... Unsern Gruß; und fügen denenselben hiemit zu wissen. Demnach Gottes ernster Wille und Befehl ist/ daß der Feyertag dergestalt gehalten werde/ damit an demselben nicht allein Menschen und Viehe von ihrer Arbeit ruhen/ sondern auch dem Allerhöchsten Gott ... für seine Wollthaten und Gaben gedancket/ und Derselbe umb Vergebung der Sünden ... angeruffen werde,523,Greve Carl Gustav Wrangel,af Salmis,Der Obsiegende,gnd/118807935,VerfasserIn,028A,Einblattdruck
74770,1656,17:747689U,"Copia Schreibens/ Ihr. Hoch-Gräfl. Excell. deß Herrn Reichs-Vice-Admiraln vnd General Feld-Maschalln, H. Carl Gustaff Wrangeln/ Graffen zu Salms/ [et]c. Betreffend den March der Königl. schwedisch. Haupt-Armee von Pysdry biß Bromberg.",523,Greve Carl Gustav Wrangel,af Salmis,Der Obsiegende,gnd/118807935,VerfasserIn,028A,NA
282103,1680,23:744699N,Der Sehl. Seelen hertzliche Dancksagung; das Gott in so vielen Gefährlichkeitten selbe so gnädig bewahret und den entseelten Cörper auß abgelegenen Orten zu seiner Ruhekammer hat kommen lassen wollen,523,Greve Carl Gustav Wrangel,af Salmis,Der Obsiegende,gnd/118807935,GefeierteR,028C,Gelegenheitsschrift
282103,1680,23:744699N,Der Sehl. Seelen hertzliche Dancksagung; das Gott in so vielen Gefährlichkeitten selbe so gnädig bewahret und den entseelten Cörper auß abgelegenen Orten zu seiner Ruhekammer hat kommen lassen wollen,523,Greve Carl Gustav Wrangel,af Salmis,Der Obsiegende,gnd/118807935,GefeierteR,028C,Lied
282103,1680,23:744699N,Der Sehl. Seelen hertzliche Dancksagung; das Gott in so vielen Gefährlichkeitten selbe so gnädig bewahret und den entseelten Cörper auß abgelegenen Orten zu seiner Ruhekammer hat kommen lassen wollen,523,Greve Carl Gustav Wrangel,af Salmis,Der Obsiegende,gnd/118807935,GefeierteR,028C,Lyrik
282104,1680,23:744698E,Letzte Ehren Bedienung Dem Weyland Hoch Erläuchtigem/ Hochgebohrenen Graffen ... Carl Gustav Wrangeln/ Ihro Königl. Mayst. und dero Reichen Schweden Rath/ Reichs Mars und General Feldherrn über alle dero Armeen/ Præsidenten im Königl. Kriegs Collegio ... Seinem bey der Königl. Melice im Feldt und Guarisonen Gnädigen Herrn und Kirchen-Patron erwiesen Am Tage dero geschehenen HochGräfl. Leich-Beerdigung/ war der 1. Decembr. Anno 1680. von M. Christoph Haltsen/ Königlicher Schwedischen alten Feldt-Hohh-Guarnison Prediger,523,Greve Carl Gustav Wrangel,af Salmis,Der Obsiegende,gnd/118807935,GefeierteR,028C,Gelegenheitsschrift
282104,1680,23:744698E,Letzte Ehren Bedienung Dem Weyland Hoch Erläuchtigem/ Hochgebohrenen Graffen ... Carl Gustav Wrangeln/ Ihro Königl. Mayst. und dero Reichen Schweden Rath/ Reichs Mars und General Feldherrn über alle dero Armeen/ Præsidenten im Königl. Kriegs Collegio ... Seinem bey der Königl. Melice im Feldt und Guarisonen Gnädigen Herrn und Kirchen-Patron erwiesen Am Tage dero geschehenen HochGräfl. Leich-Beerdigung/ war der 1. Decembr. Anno 1680. von M. Christoph Haltsen/ Königlicher Schwedischen alten Feldt-Hohh-Guarnison Prediger,523,Greve Carl Gustav Wrangel,af Salmis,Der Obsiegende,gnd/118807935,GefeierteR,028C,Lyrik
303870,1675,56:740467Z,Copia Schreibens/ Ihre Hochgräffl. Excell. des Schwedis. Reichs-Feldherrn Wrangels An Ihre Hochfürstl. Durchl. den Churfl. Märckischem Hn. Stadthaltern und geheime Räthe. Und Deroselben darauff ertheilten Antwort,523,Greve Carl Gustav Wrangel,af Salmis,Der Obsiegende,gnd/118807935,VerfasserIn,028A,Flugschrift
144122,1629,17:748092U,"I. Von Gottes Gnaden, Wir Wilhelm und Georg, Gevettere, Landgrafen zu Hessen, Grafen zu Catzenelnbogen, Diez, Ziegenhain und Nidda, etc. vor Uns und alle unser Erben und Nachkommen, Fürsten zu Hessen, und also ins gemain, vor unsere beede Fürstliche Casselische und Darmstädische Linien, die wir kräftiglich hiermit obligieren und verbinden...",065,Landgraf Wilhelm V. von,Hessen-Kassel,Der Kitzliche,gnd/118807331,Normerlassende Gebietskörperschaft,028C,Verordnung
144122,1629,17:748092U,"I. Von Gottes Gnaden, Wir Wilhelm und Georg, Gevettere, Landgrafen zu Hessen, Grafen zu Catzenelnbogen, Diez, Ziegenhain und Nidda, etc. vor Uns und alle unser Erben und Nachkommen, Fürsten zu Hessen, und also ins gemain, vor unsere beede Fürstliche Casselische und Darmstädische Linien, die wir kräftiglich hiermit obligieren und verbinden...",065,Landgraf Wilhelm V. von,Hessen-Kassel,Der Kitzliche,gnd/118807331,Normerlassende Gebietskörperschaft,028C,Briefsammlung
15218,1671,23:751167R,Djanea Oder Rähtsel-Gedicht,031,Diederich von,dem Werder,Der Vielgekörnte,gnd/118767038,ÜbersetzerIn,028C,Roman
18998,1670,15:744076U,Herrn Veit Ludwigs von Seckendorff/ [et]c. @Teutscher Fürsten Stat,615,Veit Ludwig von,Seckendorff,Der Hülfreiche,gnd/118760343,VerfasserIn,028A,NA
35438,1666,56:740976A,Der @vollkomste BetMeister Christus/ Das ist/ Alles/ was von Christi Gebet in der Bibel/ sonderlich im N. Testament/ gefunden wird,467,Johann,Rist,Der Rüstige,gnd/118745425,VerfasserIn von Zusatztexten,028C,NA
93731,1650,35:753051S,Trost-Gedicht/ Welches Dem Edlen/ Vesten vnd Hochgel: Herrn/ Herrn Johanni Helm/ Dero Rechte[n] Licentiaten vn[d] Ertzbischöflichem Hoch-Fürstlichem Bremischen/ wolbestalten Hoff- vnd Cantzeley Raht/ Als ihme seine allerliebste Hauß-Ehr/ Die ... Fraw Anna-Catharina Gronawin/ In der besten Blüthe ihres Alters durch den zeitlichen Todt von der Seiten Gerissen ... Auß mitleydendem vnd dienstgefliessenem Hertzen von Wedel an der Elbe übersendet Johannes Rist,467,Johann,Rist,Der Rüstige,gnd/118745425,VerfasserIn,028A,Gelegenheitsschrift
64006,1659,56:740506H,Des alten KirchenLehrers und Martyrers Cyprians Herrliche Gedancken und bewegliche Reden Von der Sterbligkeit/ So bey itzigen gefährlichen Zeiten von frommen Christen wol zu lesen/ Item ein Gebet desselben,543,Adam,Olearius,Der Vielbemühete,gnd/118736256,ÜbersetzerIn,028C,NA
78628,1655,32:639443Q,"Lobspruch und Abdanckung Nach beschehenem solennischen Fürstl. Leichbegengnüs/ Deß Weyland Durchleuchtigen/ Hochgebornen Fürsten und Herrn/ Herrn Bernhards des Grossen/ Hertzogen zu Sachsen ... Der vereinigten Cronen und Evangelischen Stände gewesenen Generalissimi Christmildester Gedächtnüs/ Von Dem Fürstl. Sächs. Geheimbten Raht und Cantzler zu Weymar verrichtet ... den 12. Decembris, Anno 1655",030,Herzog Bernhard von,Sachsen-Weimar,Der Austrucknende,gnd/118656368,GefeierteR,028C,Gelegenheitsschrift
87450,1652,17:751529B,"Exercitium Academicum de Ingenio Viri Fortis D.O.M.A. sub Praesidio Viri Plurimum Reuerendi, Clarissimi, Excellentissimi, Dni. Jacobi Schalleri Ss. Th. D. & Philos. Pract. Professoris: Præceptoris Patroni & Promotoris honorandi ad Diem [] Mensis Februarii publico Examini subiicit Johannes Henricus Rapp Lichtenaviensis",436,Johann Michael,Moscherosch,Der Träumende,gnd/118641182,VerfasserIn von ergänzendem Text,028C,Dissertation
107426,1645,23:750432V,En Troe Faders Christelige Siæle-Gaffue,436,Johann Michael,Moscherosch,Der Träumende,gnd/118641182,VerfasserIn,028A,NA
115644,1642,31:751526D,Quicumque. Es. Qui. Literis. Liba. Libas. Sta. Lector. Et. Ossibvs. His. Osscvlvm Sylvius. Glaucus. ... Glonerus. ... Mortuus. Anno. Christi. M. DC. XXXXII. ... Est.,436,Johann Michael,Moscherosch,Der Träumende,gnd/118641182,VerfasserIn,028A,Einblattdruck
115644,1642,31:751526D,Quicumque. Es. Qui. Literis. Liba. Libas. Sta. Lector. Et. Ossibvs. His. Osscvlvm Sylvius. Glaucus. ... Glonerus. ... Mortuus. Anno. Christi. M. DC. XXXXII. ... Est.,436,Johann Michael,Moscherosch,Der Träumende,gnd/118641182,VerfasserIn,028A,Gelegenheitsschrift
117421,1641,23:751125Z,Ein @schön new Lied genannt Der Teutsche Michel/ [et]c. Wider alle Sprachverderber/ Cortisanen/ Concipisten und Concellisten/ welche die älteste teütsche Muttersprach mit allerley frembden/ Lateinischen/ Welschen/ Spannischen vnd Frantzösischen Wörtern so vielfältig vermischen/ verkehren/ zerstehren/ daß Sie ihr selber nicht mehr gleich sihet/ vnd kaum halber kan erkant werden,436,Johann Michael,Moscherosch,Der Träumende,gnd/118641182,VerfasserIn,028A,Einblattdruck
117421,1641,23:751125Z,Ein @schön new Lied genannt Der Teutsche Michel/ [et]c. Wider alle Sprachverderber/ Cortisanen/ Concipisten und Concellisten/ welche die älteste teütsche Muttersprach mit allerley frembden/ Lateinischen/ Welschen/ Spannischen vnd Frantzösischen Wörtern so vielfältig vermischen/ verkehren/ zerstehren/ daß Sie ihr selber nicht mehr gleich sihet/ vnd kaum halber kan erkant werden,436,Johann Michael,Moscherosch,Der Träumende,gnd/118641182,VerfasserIn,028A,Lied
156733,1624,31:749590L,De Amicitia Qvaestiones Ethicae XV,436,Johann Michael,Moscherosch,Der Träumende,gnd/118641182,RespondentIn,028C,Dissertation
121138,1639,15:747299D,Disputatio De Sale,521,Philipp (von),Zesen,Der Wohlsetzende,gnd/118636596,RespondentIn,028C,Gelegenheitsschrift
121138,1639,15:747299D,Disputatio De Sale,521,Philipp (von),Zesen,Der Wohlsetzende,gnd/118636596,RespondentIn,028C,Hochschulschrift
105290,1646,35:741391X,"Festo Nuptiali Viri amplißimi, Consultißimi [et] excellentißimi Dni. Iusti Georgii Schottelii. J. V. Doctoris, Consiliarij & assesoris Guelphici, Sponsi: [et] ... Virginis Margaritæ ... Dni. Johannis Cleven Canonici & Vice Domini Ducalis & Cathedralis Ecclesiæ S. Blasij in urbe Brunsvvigâ, relictæ Filiæ Sponsæ VIII. die Septemb. anni 1646. VVelferbyti Celebrato à Principibus, Fautoribus, Amicis dicata & dedicata Carmina Gratulatoria",397,Justus Georg,Schottelius,Der Suchende,gnd/118610554,GefeierteR,028C,Gelegenheitsschrift
294977,1677,23:744317D,"Unverwechselter Wechsel. der Wolgetroffenen anderweiten Heurath Des ... Hn. Caspar Stielers/ JCti, und wolverdienten Fürstl. Sächsischen Kammer- und Lehn-Secretarii zu Eisenach/ in der Druchl. Fruchtbringenden Gesellschaft benahmten Spahtens/ mit der ... Jungfr. Christinen Margareten Cottin/ Hrn. Bürgermeister Christian Cottens/ Seel. nachgelassenen Jungf. Tochter",813,Caspar (von),Stieler,Der Spate,gnd/118618121,GefeierteR,028C,Gelegenheitsschrift
294977,1677,23:744317D,"Unverwechselter Wechsel. der Wolgetroffenen anderweiten Heurath Des ... Hn. Caspar Stielers/ JCti, und wolverdienten Fürstl. Sächsischen Kammer- und Lehn-Secretarii zu Eisenach/ in der Druchl. Fruchtbringenden Gesellschaft benahmten Spahtens/ mit der ... Jungfr. Christinen Margareten Cottin/ Hrn. Bürgermeister Christian Cottens/ Seel. nachgelassenen Jungf. Tochter",813,Caspar (von),Stieler,Der Spate,gnd/118618121,GefeierteR,028C,Lyrik
122754,1638,15:744534E,Martini Opitii Deutscher Poematum. Erster-Theil,200,Martin Opitz von,Boberfeld,Der Gekrönte,gnd/118590111,VerfasserIn,028A,Lyrik
138269,1631,23:742716K,Martini Opitii Ode oder Gesang/ Auff Herren Niclas Wasserführers/ berühmten Handelsmanns/ Vnd Jungfrawen Magdalenen Planckin/ Zu Leipzig Den 30. Jenner/ des 1631. Jahrs/ Gehaltene Hochzeit,200,Martin Opitz von,Boberfeld,Der Gekrönte,gnd/118590111,VerfasserIn,028A,Gelegenheitsschrift
138269,1631,23:742716K,Martini Opitii Ode oder Gesang/ Auff Herren Niclas Wasserführers/ berühmten Handelsmanns/ Vnd Jungfrawen Magdalenen Planckin/ Zu Leipzig Den 30. Jenner/ des 1631. Jahrs/ Gehaltene Hochzeit,200,Martin Opitz von,Boberfeld,Der Gekrönte,gnd/118590111,VerfasserIn,028A,Lyrik
74805,1656,15:743017H,Parnassi Trutina Oder Relation Was über den in der Eidgenossenschafft jüngst geführten Krieg/ vnd bald darauff gefolgten Frieden in Parnasso für Discurs vnd Gedancken geschöpfft/ Was auch darüber An das Teutsche H. Römische Reich deßsen Staat vnd gemeinen Nutzen zum besten von Apolline für eine Absendung vnd Instruction resolvirt worden,368,Georg Philipp,Harsdörffer,Der Spielende,gnd/118546139,VerfasserIn,028A,NA
84527,1653,15:745181X,Deliciae Physico-Mathematicae Oder Mathemat: @vnd Philosophische Erquickstunden,368,Georg Philipp,Harsdörffer,Der Spielende,gnd/118546139,HerausgeberIn,028C,NA
80550,1696,28:744117T,Concordantiae Bibliorum Germanico-Hebraico-Graecae,019,Herzog Ernst I. von,Sachsen-Gotha,Der Bittersüße,gnd/118530887,AuftraggeberIn,028C,NA
113936,1695,17:747566C,"Georgii Keysers/ p.t. Fürstl. Sächß. Ambts-Verwalthers zu Altenburg/ Neu-ausgefertigte und Vermehrte @Praxis Criminalis Bipartita, Oder Rechts-wohl-gegründete Anweisung/ wie in allen Peinlichen Fällen/ absonderlich auch in Entleibungs-Sachen/ von Anfang des erfahrnen/ gerügten oder angeklagten Delicti, bis zum Ende des Processus (I.) sowohl in Handhafften unübernächtigen Thaten/ zu Ersparung Zeit und Unkosten/ als auch übernächtigen Delictis, wieder die zur Hafft gebrachten/oder in der Flucht begriffenen Delinqventen/ Entweder Ex Officio, Per Viam Inquisitionis, oder Existente Accusatore, in Ordinario Processu, als (II.) in contumaciam rei fugitivi mit dem Achts-Process zu verfahren",019,Herzog Ernst I. von,Sachsen-Gotha,Der Bittersüße,gnd/118530887,GeistigeR SchöpferIn,028C,NA
250125,1688,70:741321B,Concordantiæ Bibliorum Germanico-Hebraico-Græcæ,019,Herzog Ernst I. von,Sachsen-Gotha,Der Bittersüße,gnd/118530887,AuftraggeberIn,028C,NA
97028,1649,23:739827F,Kurtze Beschreibung deß Schwedischen Friedenmahls/ Gehalten zu Nürnberg den 25. Herbst-Monats/ Anno 1649.,681,Sigmund von,Birken (Betulius),Der Erwachsene,gnd/118511270,VerfasserIn,028A,Flugschrift
97028,1649,23:739827F,Kurtze Beschreibung deß Schwedischen Friedenmahls/ Gehalten zu Nürnberg den 25. Herbst-Monats/ Anno 1649.,681,Sigmund von,Birken (Betulius),Der Erwachsene,gnd/118511270,VerfasserIn,028A,Festbeschreibung
99444,1648,32:747763R,Kurzer Entwurf eines neuen Schauspiels,681,Sigmund von,Birken (Betulius),Der Erwachsene,gnd/118511270,VerfasserIn,028A,NA
35394,1666,27:746056Q,"Lvctvs Pvblicvs Augustissimis Manibus Serenissimi Principis Dn. Avgvsti Ducis Brunsvicensium ac Lunæburgensium Herois supra humanam laude, positi, & de Ecclesiæ & Reipubl. salute optime meriti Qui in rarissimâ senectute, anno scilicet LXXXVIII, XV. Kal. Octobr. MDCLXVI. piè Decembr. ejusdem anni peravito Ducum Brunsvico-Guelpherbytanorum sepulchro, quod Guelpherbyti ad D. Mariæ est, illatus est, humillimè consecratur à Christoph-Diterico Steinmann Jerxh. S. Theol. Stud.",227,Herzog August d. J. von,Braunschweig-Wolfenbüttel,Der Befreiende,gnd/118505076,GefeierteR,028C,Lyrik
35394,1666,27:746056Q,"Lvctvs Pvblicvs Augustissimis Manibus Serenissimi Principis Dn. Avgvsti Ducis Brunsvicensium ac Lunæburgensium Herois supra humanam laude, positi, & de Ecclesiæ & Reipubl. salute optime meriti Qui in rarissimâ senectute, anno scilicet LXXXVIII, XV. Kal. Octobr. MDCLXVI. piè Decembr. ejusdem anni peravito Ducum Brunsvico-Guelpherbytanorum sepulchro, quod Guelpherbyti ad D. Mariæ est, illatus est, humillimè consecratur à Christoph-Diterico Steinmann Jerxh. S. Theol. Stud.",227,Herzog August d. J. von,Braunschweig-Wolfenbüttel,Der Befreiende,gnd/118505076,GefeierteR,028C,Gelegenheitsschrift
77667,1655,23:747483N,Ballet Der Zeit/ Wie nemblich dieselbige übel und wol angelegt werde,227,Herzog August d. J. von,Braunschweig-Wolfenbüttel,Der Befreiende,gnd/118505076,GefeierteR,028C,!00657257X!Libretto
77667,1655,23:747483N,Ballet Der Zeit/ Wie nemblich dieselbige übel und wol angelegt werde,227,Herzog August d. J. von,Braunschweig-Wolfenbüttel,Der Befreiende,gnd/118505076,GefeierteR,028C,Frauenliteratur
103008,1647,56:740539A,Ludus Latrunculorum,227,Herzog August d. J. von,Braunschweig-Wolfenbüttel,Der Befreiende,gnd/118505076,VerfasserIn,028A,Spiel
31688,1667,35:752655A,"Sub Clypeo Potentissimi Principis Friderici III. Daniæ, Norvegiæ, Vandalorum, Gothorumq[ue] Regis, etc. Prodit Vox Libera, Ad Augustum, Verbi Bonique, Beatæ Recordationis Principem",464,Johann Valentin,Andreae,Der Mürbe,gnd/118502883,VerfasserIn,028A,NA
174387,1619,15:741742U,Geistliche Kurtzweil J. V. A. zu Ergetzligkeit einfältiger Christen mitgetheilt ...,464,Johann Valentin,Andreae,Der Mürbe,gnd/118502883,VerfasserIn,028A,Lyrik
119121,1640,15:749491N,"Piis manibus Amplissimi Clarissimique Viri, Dn. Friderici Hortlederi JCti, Historici & Consiliarii Saxonici Vitnariensis.",428,Georg,Frantzke,Der Gleichende,gnd/117536563,VerfasserIn,028C,Einblattdruck
119121,1640,15:749491N,"Piis manibus Amplissimi Clarissimique Viri, Dn. Friderici Hortlederi JCti, Historici & Consiliarii Saxonici Vitnariensis.",428,Georg,Frantzke,Der Gleichende,gnd/117536563,VerfasserIn,028C,Gelegenheitsschrift
163024,1622,15:748931W,"Euphēmiai Enkōmiastikai Nuptiis & insignibus Doct. Viri Clarissimi Et Excellentissimi Dn. Georgii Frantzkii Sil. J.U.D. Sponsi; Cum Pudicissima, Lectissimaque Virgine Anna Maria,  Viri Dn. Johannis Wexii ... relicta Filiae, ... Jenæ Anno 1622 Mart. 11. celebrandis. ...",428,Georg,Frantzke,Der Gleichende,gnd/117536563,GefeierteR,028C,Einblattdruck
163024,1622,15:748931W,"Euphēmiai Enkōmiastikai Nuptiis & insignibus Doct. Viri Clarissimi Et Excellentissimi Dn. Georgii Frantzkii Sil. J.U.D. Sponsi; Cum Pudicissima, Lectissimaque Virgine Anna Maria,  Viri Dn. Johannis Wexii ... relicta Filiae, ... Jenæ Anno 1622 Mart. 11. celebrandis. ...",428,Georg,Frantzke,Der Gleichende,gnd/117536563,GefeierteR,028C,Gelegenheitsschrift
255358,1699,15:740080N,"Passio Christi, Mirandis qvibusdam Figuris in Regno Mineralium repræsentata",818,Georg,Wende,Der Pflantzende,gnd/117284335,Praeses,028A,Schulprogramm
6325,1673,17:747602P,Jn Sachen Sachsen contra Saldar. Summaria deductio exceptionis perpetuæ de Intensione actorum contra Agnatorum jus successorium singulare numquam fundata,079,Eberhard von,Weyhe,Der Wehrende,gnd/117256145,VerfasserIn von ergänzendem Text,028C,NA
15294,1671,56:741197G,"Relation Von Der Stadt Höxter/ nebenst ihren Gravaminibus, Wegen Ihr. Hoch-Fürstl. Gn. Herrn Bischoffen zu Münster/ und desselben Manifest",754,Herzog Rudolf August von,Braunschweig-Wolfenbüttel,Der Nachsinnende,gnd/116678909,VerfasserIn von ergänzendem Text,028C,Streitschrift
15294,1671,56:741197G,"Relation Von Der Stadt Höxter/ nebenst ihren Gravaminibus, Wegen Ihr. Hoch-Fürstl. Gn. Herrn Bischoffen zu Münster/ und desselben Manifest",754,Herzog Rudolf August von,Braunschweig-Wolfenbüttel,Der Nachsinnende,gnd/116678909,VerfasserIn von ergänzendem Text,028C,Flugschrift
286280,1679,56:740607W,Friedens-Articul zwischen I. Aller-Christl. Majest. von Franckreich/ an Einer: Und dem Hoch-Fürstlichen Hause Braunschweig und Lüneburg An der Andern Seite,754,Herzog Rudolf August von,Braunschweig-Wolfenbüttel,Der Nachsinnende,gnd/116678909,VertragspartnerIn,028C,Vertrag
127422,1636,27:751790Q,Der Königl. Maytt. vnd der Reiche Schweden/ Wie auch dero Confœderirten in Deutschland/ respektivè Rath/ General vnd FeldMarschall/ Johann Baner/ Herr auff Mühlhammer vnd Werder/ Ritter,222,Johan,Banér,Der Haltende,gnd/116048611,VerfasserIn,028A,Einblattdruck
127422,1636,27:751790Q,Der Königl. Maytt. vnd der Reiche Schweden/ Wie auch dero Confœderirten in Deutschland/ respektivè Rath/ General vnd FeldMarschall/ Johann Baner/ Herr auff Mühlhammer vnd Werder/ Ritter,222,Johan,Banér,Der Haltende,gnd/116048611,VerfasserIn,028A,Verordnung
127422,1636,27:751790Q,Der Königl. Maytt. vnd der Reiche Schweden/ Wie auch dero Confœderirten in Deutschland/ respektivè Rath/ General vnd FeldMarschall/ Johann Baner/ Herr auff Mühlhammer vnd Werder/ Ritter,222,Johan,Banér,Der Haltende,gnd/116048611,VerfasserIn,028A,Hochschulschrift
132969,1633,15:741929V,Copia Königl. May. zu Dennemarcken/ etc. Schreibens An Den General Leutenandt Hans Georg von Arnheimb,255,Hans Georg von,Arnim,Der Gepriesene,gnd/115793615,AdressatIn,028C,Flugschrift
132969,1633,15:741929V,Copia Königl. May. zu Dennemarcken/ etc. Schreibens An Den General Leutenandt Hans Georg von Arnheimb,255,Hans Georg von,Arnim,Der Gepriesene,gnd/115793615,AdressatIn,028C,Brief
192082,1614,3703:751986Q,Disputatio Juridica de Iure Accrescen ... Quam Jf ac Consultissimo Dn. Christophoro Deichmanno ... Professsori in Academica Marburgi .. Ad 29. diem Octobris. Justus Kipius Hamelensis.,288,Christoph,Deichmann,Der Lautere,gnd/104357541,GeistigeR SchöpferIn,028A,NA
226060,1603,15:743494K,Dispvtatio De Vsvcapionibvs...,242,Christoph Ludwig (von),Rasche,Der Guttuende,gnd/104353635,RespondentIn,028C,Dissertation
226060,1603,15:743494K,Dispvtatio De Vsvcapionibvs...,242,Christoph Ludwig (von),Rasche,Der Guttuende,gnd/104353635,RespondentIn,028C,Hochschulschrift
134976,1632,15:741944V,"Articvlen, So Ihr Excellents der Herr General Major Kniphausen an den Käyserlichen Contara Commandant in Kemnitz vergönnet",172,Wilhelm von,Kalcheim gen. Lohausen,Der Feste,gnd/104348348,VerfasserIn,028C,Flugschrift
74831,1656,56:740805S,Unterthänige Aufwartung/ Dem Hochwohlgebornen Grafen und Herrn/ Herrn Otto Willhelm Königsmark/ Grafen in Westerwikk und Stegholm/ Herrn zu Rotenburg und Neuhaus/ ec. ec. Bey angehendem Neuen Jahre und herannahendem Geburts-Tage Jn einer Nacht-Music gehorsammst abgelegt,633,Otto Wilhelm von,Königsmarck,Der Hochgeneigte,gnd/104333316,GefeierteR,028C,Gelegenheitsschrift
74831,1656,56:740805S,Unterthänige Aufwartung/ Dem Hochwohlgebornen Grafen und Herrn/ Herrn Otto Willhelm Königsmark/ Grafen in Westerwikk und Stegholm/ Herrn zu Rotenburg und Neuhaus/ ec. ec. Bey angehendem Neuen Jahre und herannahendem Geburts-Tage Jn einer Nacht-Music gehorsammst abgelegt,633,Otto Wilhelm von,Königsmarck,Der Hochgeneigte,gnd/104333316,GefeierteR,028C,Gelegenheitsschrift
261539,1685,9:743518T,Pommer-Landes Palmen-Zweige,633,Otto Wilhelm von,Königsmarck,Der Hochgeneigte,gnd/104333316,GefeierteR,028C,Gelegenheitsschrift
261539,1685,9:743518T,Pommer-Landes Palmen-Zweige,633,Otto Wilhelm von,Königsmarck,Der Hochgeneigte,gnd/104333316,GefeierteR,028C,Gelegenheitsschrift
261539,1685,9:743518T,Pommer-Landes Palmen-Zweige,633,Otto Wilhelm von,Königsmarck,Der Hochgeneigte,gnd/104333316,GefeierteR,028C,Schäferdichtung
261540,1685,9:743517L,"Reditum Celsissimi Atqve Illustrissimi Comitis Et Domini, Dn. Ottonis Wilhelmi Koenigsmarkii, Sacræ Regiæ Majest. Svediæ Apud Exercitus In Germania Summa Cum Potestate Legati, Pomeraniæ Orientalis Pro-Principis, Comitis In Westerwyk Et Stegholm, Dynastæ In Neuhaus Et Rotenburg, Etc. Etc. Domini Sui Gratiosissimi, Humillima Subjectione Veneratur Rector Et Concilium Academiæ Gryphiswaldensis",633,Otto Wilhelm von,Königsmarck,Der Hochgeneigte,gnd/104333316,GefeierteR,028C,Gelegenheitsschrift
261540,1685,9:743517L,"Reditum Celsissimi Atqve Illustrissimi Comitis Et Domini, Dn. Ottonis Wilhelmi Koenigsmarkii, Sacræ Regiæ Majest. Svediæ Apud Exercitus In Germania Summa Cum Potestate Legati, Pomeraniæ Orientalis Pro-Principis, Comitis In Westerwyk Et Stegholm, Dynastæ In Neuhaus Et Rotenburg, Etc. Etc. Domini Sui Gratiosissimi, Humillima Subjectione Veneratur Rector Et Concilium Academiæ Gryphiswaldensis",633,Otto Wilhelm von,Königsmarck,Der Hochgeneigte,gnd/104333316,GefeierteR,028C,Hochschulschrift
261540,1685,9:743517L,"Reditum Celsissimi Atqve Illustrissimi Comitis Et Domini, Dn. Ottonis Wilhelmi Koenigsmarkii, Sacræ Regiæ Majest. Svediæ Apud Exercitus In Germania Summa Cum Potestate Legati, Pomeraniæ Orientalis Pro-Principis, Comitis In Westerwyk Et Stegholm, Dynastæ In Neuhaus Et Rotenburg, Etc. Etc. Domini Sui Gratiosissimi, Humillima Subjectione Veneratur Rector Et Concilium Academiæ Gryphiswaldensis",633,Otto Wilhelm von,Königsmarck,Der Hochgeneigte,gnd/104333316,GefeierteR,028C,Lyrik
273902,1682,28:747105K,Von Ihrer Königl. Majestät zu Schweden/ etc. zum Pommerschen Estat verordnete General Staathalter und Regierung. Entbieten allen und jeden ... unsern Gruß/ und geben ihnen Krafft diesem zu vernehmen/ daß allerhöchstgedachte Ihro Königliche Majestät ... in diesem jetztlauffenden 1682ten Jahre Vier allgemeine Danck- Fest- Buß- und Bet-Tage abereins verordnet und angesetzet ...,633,Otto Wilhelm von,Königsmarck,Der Hochgeneigte,gnd/104333316,VerfasserIn,028C,Verordnung
278455,1681,28:747100W,Von Ihr Kön: Maytt: zu Schweden zum Pommerschen Estat verordnete General Staathalter und Regierung. Entbieten allen und jeden ... unsern Gruß; Und fügen ihnen zu wissen; Demnach auß Gottes Wort und dem dritten Gebote bekandt/ wie es sein ernster Wille sey/ daß der Sabbath dergestalt gefeyret werde/ damit an demselben/ nicht allein Menschen und Viehe von ihrer Arbeit ruhen/ sondern auch ... dem Allerhöchsten ... gedancket/ und umb Verzeihung der Sünden ... angeruffen werden möge,633,Otto Wilhelm von,Königsmarck,Der Hochgeneigte,gnd/104333316,VerfasserIn,028C,Verordnung
