record_number,normalized_year,vd17_id,title,Member_number_new,First_name_new,Last_name_new,Society_name_new,GND,role2,field_code,original_language,intermediary_language,publication_language,genre
73600,1657,23:234624Q,Zusambt einer Zugab überschrieben Das Schauspiel Teutscher Sprichwörter,368,Georg Philipp,Harsdörffer,Der Spielende,gnd/118546139,NA,036D,spa,NA,ger,Gesellschaftsschrift
81468,1655,23:284176B,Mr. Du Refuge @Kluger Hofmann: Das ist/ Nachsinnige Vorstellung deß untadelichen Hoflebens,368,Georg Philipp,Harsdörffer,Der Spielende,gnd/118546139,NA,028C,fre,NA,ger,Gesellschaftsschrift
85746,1653,23:234292Y,Der @Mässigkeit Wolleben und Der Trunckenheit Selbstmord,368,Georg Philipp,Harsdörffer,Der Spielende,gnd/118546139,NA,028C,ita,NA,ger,Anthologie
87168,1653,39:119757A,Göttliche Liebes-Lust/ Das ist: Die verborgenen Wolthaten Gottes/ Zu Erweckung himmlischer Liebe,368,Georg Philipp,Harsdörffer,Der Spielende,gnd/118546139,NA,028C,ita,NA,ger,Gesellschaftsschrift
90028,1652,23:290933G,Heraclitus und Democritus Das ist C. Fröliche und Traurige Geschichte,368,Georg Philipp,Harsdörffer,Der Spielende,gnd/118546139,NA,028C,fre,NA,ger,Gesellschaftsschrift
90028,1652,23:290933G,Heraclitus und Democritus Das ist C. Fröliche und Traurige Geschichte,368,Georg Philipp,Harsdörffer,Der Spielende,gnd/118546139,NA,028C,fre,NA,ger,Anthologie
90035,1652,23:287919S,Pentagone Histoirique,368,Georg Philipp,Harsdörffer,Der Spielende,gnd/118546139,NA,028C,fre,NA,ger,NA
95878,1650,23:234253E,Der @Grosse SchauPlatz Jämerlicher Mordgeschichte,368,Georg Philipp,Harsdörffer,Der Spielende,gnd/118546139,NA,028A,fre,NA,ger,Anthologie
98031,1649,23:234200Z,Der @Grosse SchauPlatz Jämerlicher Mordgeschichte,368,Georg Philipp,Harsdörffer,Der Spielende,gnd/118546139,NA,028C,fre,NA,ger,Anthologie
107286,1646,23:286749W,In fünff Büchern begriffen,368,Georg Philipp,Harsdörffer,Der Spielende,gnd/118546139,NA,028C,spa,NA,ger,Schäferdichtung
107286,1646,23:286749W,In fünff Büchern begriffen,368,Georg Philipp,Harsdörffer,Der Spielende,gnd/118546139,NA,028C,spa,NA,ger,Roman
107287,1646,23:286745R,Darinnen sind begriffen acht Bücher,368,Georg Philipp,Harsdörffer,Der Spielende,gnd/118546139,NA,028C,spa,NA,ger,Schäferdichtung
107287,1646,23:286745R,Darinnen sind begriffen acht Bücher,368,Georg Philipp,Harsdörffer,Der Spielende,gnd/118546139,NA,028C,spa,NA,ger,Roman
107289,1646,23:286741L,Diana,368,Georg Philipp,Harsdörffer,Der Spielende,gnd/118546139,NA,028C,spa,NA,ger,Schäferdichtung
107289,1646,23:286741L,Diana,368,Georg Philipp,Harsdörffer,Der Spielende,gnd/118546139,NA,028C,spa,NA,ger,Roman
110907,1644,23:234563C,Frauenzimmer Gesprechspiele,368,Georg Philipp,Harsdörffer,Der Spielende,gnd/118546139,NA,028A,spa,NA,ger,Drama
110907,1644,23:234563C,Frauenzimmer Gesprechspiele,368,Georg Philipp,Harsdörffer,Der Spielende,gnd/118546139,NA,028A,spa,NA,ger,Gesellschaftsschrift
113407,1696,1:074911L,Joseph Hall Bischoff zu Exceter in Engeland @Kenn-Zeichen Der Tugend Und Laster,368,Georg Philipp,Harsdörffer,Der Spielende,gnd/118546139,NA,028C,eng,NA,ger,NA
116315,1642,23:645882R,"Trincier Büchlein Das ist Eine Anweisung, wie man nach Italianischer manier allerhand Speisen Zerschneiden und vorlegen kan",368,Georg Philipp,Harsdörffer,Der Spielende,gnd/118546139,NA,028A,ita,NA,ger,Kochbuch
121470,1639,14:692291L,"Trincier Büchlein Das ist Eine Anweisung, wie man nach Italianischer manier allerhand Speisen Zerschneiden und vorlegen kan",368,Georg Philipp,Harsdörffer,Der Spielende,gnd/118546139,NA,028A,ita,NA,ger,Kochbuch
51748,1663,3:006397M,Der @Schwermende Schäffer,788,Andreas,Gryphius,Der Unsterbliche,gnd/118543032,NA,028C,ita,NA,ger,Drama
51748,1663,3:006397M,Der @Schwermende Schäffer,788,Andreas,Gryphius,Der Unsterbliche,gnd/118543032,NA,028C,ita,NA,ger,Schäferdichtung
51900,1663,39:154401X,Richard Bakers Engelländischen Ritters @Frag-Stück und Betrachtungen über Das Gebett des Herren,788,Andreas,Gryphius,Der Unsterbliche,gnd/118543032,NA,028C,eng,NA,ger,NA
52088,1663,3:017037P,Seugamme oder Untreues Hausgesinde,788,Andreas,Gryphius,Der Unsterbliche,gnd/118543032,NA,028C,ita,NA,ger,Drama
52304,1663,39:120459P,Der @Schwermende Schäffer,788,Andreas,Gryphius,Der Unsterbliche,gnd/118543032,NA,028C,fre,NA,ger,Drama
52304,1663,39:120459P,Der @Schwermende Schäffer,788,Andreas,Gryphius,Der Unsterbliche,gnd/118543032,NA,028C,fre,NA,ger,Satire
52304,1663,39:120459P,Der @Schwermende Schäffer,788,Andreas,Gryphius,Der Unsterbliche,gnd/118543032,NA,028C,fre,NA,ger,Schäferdichtung
52305,1663,39:120449G,Seugamme oder Untreues Haußgesinde,788,Andreas,Gryphius,Der Unsterbliche,gnd/118543032,NA,028C,ita,NA,ger,Drama
63064,1660,23:325836A,Andreae Gryphii @Ubersetzete Lob-Gesänge Oder Kirchen-Lieder,788,Andreas,Gryphius,Der Unsterbliche,gnd/118543032,NA,028A,lat,NA,ger,Gesangbuch
64715,1659,7:667451G,Ariana,788,Andreas,Gryphius,Der Unsterbliche,gnd/118543032,BeiträgerIn,028G,fre,NA,ger,Roman
74639,1657,23:276833W,Beständige Mutter/ Oder Die Heilige Felicitas,788,Andreas,Gryphius,Der Unsterbliche,gnd/118543032,NA,028C,lat,NA,ger,Drama
252967,1688,39:154756K,Richart Bakers Engländischen Ritters/ @Betrachtungen der 1. Sieben Buß-Psalm. 2. Sieben Trost-Psalm. 3. Glückseligkeit des Gerechten. 4. Von Unsterblichkeit der Seelen. 5. Auf jeden Tag der Wochen,788,Andreas,Gryphius,Der Unsterbliche,gnd/118543032,NA,028C,eng,NA,ger,NA
253853,1687,27:728418C,Richart Bakers Engeländischen Ritters @Betrachtungen der 1. Sieben Buß-Psalm. 2. Sieben Trost-Psalm. 2. Glückseligkeit des Gerechten. 4. Von Unsterblichkeit der Seelen. 5. Auff jedweden Tag der Wochen,788,Andreas,Gryphius,Der Unsterbliche,gnd/118543032,NA,028C,eng,NA,ger,NA
285250,1680,39:154639P,Richard Bakers Engelländischen Ritters @Frag-Stück und Betrachtungen über Das Gebet des Herrn,788,Andreas,Gryphius,Der Unsterbliche,gnd/118543032,NA,028C,eng,NA,ger,Kommentar
77526,1656,23:284204W,Neues Schauspiel/ Betitelt Androfilo Oder Die WunderLiebe,681,Sigmund von,Birken (Betulius),Der Erwachsene,gnd/118511270,NA,028A,lat,NA,ger,Drama
43586,1665,3:004737L,Der @Heiligen Schrifft Alten Testaments Erster Theil,227,Herzog August d. J. von,Braunschweig-Wolfenbüttel,Der Befreiende,gnd/118505076,NA,028C,heb,NA,ger,Bibel
41554,1665,23:634562D,Königliche Mittel-Strasse eines Gottergebnen Christen,464,Johann Valentin,Andreae,Der Mürbe,gnd/118502883,NA,028A,lat,NA,ger,Einblattdruck
41554,1665,23:634562D,Königliche Mittel-Strasse eines Gottergebnen Christen,464,Johann Valentin,Andreae,Der Mürbe,gnd/118502883,NA,028A,lat,NA,ger,Flugschrift
138957,1631,23:649752H,Die @Augspurgische Confession,464,Johann Valentin,Andreae,Der Mürbe,gnd/118502883,NA,028C,lat,NA,ger,NA
151788,1627,23:293919C,Herren Wilhelms Salusten von Bartas @Triumph deß Glaubens,464,Johann Valentin,Andreae,Der Mürbe,gnd/118502883,NA,028C,fre,NA,ger,NA
151805,1627,23:288248V,Zwey Bücher Joannis Lodovici Vivis Valentini. Welcher in sich begreiffen/ wie man solle die Armen underhalten,464,Johann Valentin,Andreae,Der Mürbe,gnd/118502883,NA,028C,lat,NA,ger,NA
173177,1620,3:303083B,Admiranda Oder Wundergeschichten/ Von der unaußsprächlichen Macht/ Herrlich: und Großmächtigkeit der Statt Rom/ und Römischen Monarchey,464,Johann Valentin,Andreae,Der Mürbe,gnd/118502883,NA,028C,lat,NA,ger,NA
294016,1678,23:283808E,"Herrn Johann Valentin Andreä/ weyland vornehmen Würtembergischen Theologi, @Freye Feder/ Vom Ubelstand der Kirchen Gottes",464,Johann Valentin,Andreae,Der Mürbe,gnd/118502883,NA,028A,lat,NA,ger,Streitschrift
11665,1672,23:621326F,"Methodus Doctrinae Civilis: Oder Wunder-Seltzame Geschicht Deß grossen Abissini, Königs der Mohren",585,Matthias Abele von,und zu Lilienberg,Der Entscheidende,gnd/118500147,NA,028C,lat,NA,ger,Ordensliteratur
286280,1679,56:740607W,Friedens-Articul zwischen I. Aller-Christl. Majest. von Franckreich/ an Einer: Und dem Hoch-Fürstlichen Hause Braunschweig und Lüneburg An der Andern Seite,754,Herzog Rudolf August von,Braunschweig-Wolfenbüttel,Der Nachsinnende,gnd/116678909,VertragspartnerIn,028C,fre,NA,ger,Vertrag
273462,1683,39:131643E,Der @Fürstin von Fez Geschicht,680,Graf Heinrich Friedrich von,Hohenlohe-Langenburg,Der Ablenkende,gnd/115865497,NA,028C,fre,NA,ger,Roman
54991,1662,3:006405T,Des Herrn T. Corneille @Horatz oder Gerechtfertigter Schwester-Mord,837,David Elias,Heidenreich,Der Willige,gnd/115834192,NA,028C,fre,NA,ger,Drama
55409,1662,3:006407H,D. E. Heidenreichs @Mirame Oder Die Unglück- und Glückseelig-verliebte Printzessin aus Bythinien,837,David Elias,Heidenreich,Der Willige,gnd/115834192,NA,028C,fre,NA,ger,Drama
73733,1657,12:000659D,Des C. Corn. Tacitus @Beschreibung 1. Etlicher der ersten Römischen Keiser/ und anderer denkwürdiger Geschichte ... 2. Der Teutschen - Völcker Ursprunges ... 3. Der Römer/ weiland in Engel- und Schotlande geführten Kriege: unter dem Titel; Von des Agricolä Leben und Thaten,601,Carl Melchior Grodnitz von,Grodno,Der Behütende,gnd/115732667,NA,028B,lat,NA,ger,Biographie
73733,1657,12:000659D,Des C. Corn. Tacitus @Beschreibung 1. Etlicher der ersten Römischen Keiser/ und anderer denkwürdiger Geschichte ... 2. Der Teutschen - Völcker Ursprunges ... 3. Der Römer/ weiland in Engel- und Schotlande geführten Kriege: unter dem Titel; Von des Agricolä Leben und Thaten,601,Carl Melchior Grodnitz von,Grodno,Der Behütende,gnd/115732667,NA,028B,lat,NA,ger,Altertumskunde
304936,1675,7:663727G,Deß C. Corn. Tacitus @Beschreibung 1. Etlicher der ersten Römischen Keiser/ und anderer denkwürdiger Geschichte; samt einem Zusaz/ an statt derer daran ermangelnden Bücher. 2. Der Teutschen-Völcker Ursprunges/ uralten Vatterlandes/ Versezungen/ Kriege/ Sitten und Gebräuche; derer Landschafften/ Wohnörter und uralte Namen/ in itzige hin und wider gebräuchliche Nennart verändert. 3. Der Römer/ weiland in Engel- und Schotlande geführten Kriege: unter dem Titul; Von deß Agricolä Leben und Thaten,601,Carl Melchior Grodnitz von,Grodno,Der Behütende,gnd/115732667,NA,028C,lat,NA,ger,NA
37165,1666,547:677907A,Leben- und Todes/ auch der Welt-Eytelkeit Erinnerungs-Täfelein,590,Georg Achaz,Heher,Der Mittheilende,gnd/115691928,NA,028C,fre,NA,ger,Lyrik
50461,1663,1:043848P,C. Crispus Sallustius @von Catilinischer Zusammen-Rottirung und Jugurtischen Krieg,172,Wilhelm von,Kalcheim gen. Lohausen,Der Feste,gnd/104348348,NA,028C,lat,NA,ger,NA
52653,1663,23:252672E,C. Crispus Sallustius @von Catilinischer Zusammen-Rottirung und Jugurtischen Krieg,172,Wilhelm von,Kalcheim gen. Lohausen,Der Feste,gnd/104348348,NA,028C,lat,NA,ger,Altertumskunde
52653,1663,23:252672E,C. Crispus Sallustius @von Catilinischer Zusammen-Rottirung und Jugurtischen Krieg,172,Wilhelm von,Kalcheim gen. Lohausen,Der Feste,gnd/104348348,NA,028C,lat,NA,ger,Chronik
115426,1643,39:128112C,Der @verfolgete David/ Des Italianischen Herren Marggraffen/ Virgilio Malvezzi,172,Wilhelm von,Kalcheim gen. Lohausen,Der Feste,gnd/104348348,NA,028C,ita,NA,ger,NA
145763,1629,23:236548M,C. Crisp. Sal. @Von Catilinischer rottierung und Jugurthischem Krieg verteuscht,172,Wilhelm von,Kalcheim gen. Lohausen,Der Feste,gnd/104348348,NA,028C,lat,NA,ger,Chronik
51679,1663,23:287595S,"Horae Succisivae, Oder Spar-Stunden Etlicher Betrachtungen",439,Wilhelm Heinrich von,Freyberg,Der Gleichgefärbete,gnd/102458669,NA,028C,eng,NA,ger,NA
54811,1662,39:152124H,"Horae Succisivae, Oder Spar-stunden Etlicher Betrachtungen",439,Wilhelm Heinrich von,Freyberg,Der Gleichgefärbete,gnd/102458669,NA,028B,eng,NA,ger,NA
89432,1652,23:328461Y,"Horae Succisivae, Oder Spar-Stunden Etlicher Betrachtungen",439,Wilhelm Heinrich von,Freyberg,Der Gleichgefärbete,gnd/102458669,NA,028C,eng,NA,ger,NA
133409,1633,547:677138K,Lob-gedichte An die Durchlauchtige und Hochgeborne Fürsten und Herren/ Herrn Johann Philippen Und Herrn Wilhelm/ Hertzoge zu Sachsen ... Als Ihre Fürstl. Gn. Ihre Universitet Jehna/ mit denen heimgefallenen Lehnen Rembda und Apolda ... beschenckten/ den 28. Febr. Anno 1633,183,Herzog Johann Philipp von,Sachsen-Altenburg,Der Köstlichste,gnd/102109176,NA,028G,lat,NA,ger,Einblattdruck
133409,1633,547:677138K,Lob-gedichte An die Durchlauchtige und Hochgeborne Fürsten und Herren/ Herrn Johann Philippen Und Herrn Wilhelm/ Hertzoge zu Sachsen ... Als Ihre Fürstl. Gn. Ihre Universitet Jehna/ mit denen heimgefallenen Lehnen Rembda und Apolda ... beschenckten/ den 28. Febr. Anno 1633,183,Herzog Johann Philipp von,Sachsen-Altenburg,Der Köstlichste,gnd/102109176,NA,028G,lat,NA,ger,Gelegenheitsschrift
133409,1633,547:677138K,Lob-gedichte An die Durchlauchtige und Hochgeborne Fürsten und Herren/ Herrn Johann Philippen Und Herrn Wilhelm/ Hertzoge zu Sachsen ... Als Ihre Fürstl. Gn. Ihre Universitet Jehna/ mit denen heimgefallenen Lehnen Rembda und Apolda ... beschenckten/ den 28. Febr. Anno 1633,183,Herzog Johann Philipp von,Sachsen-Altenburg,Der Köstlichste,gnd/102109176,NA,028G,lat,NA,ger,Lyrik
133409,1633,547:677138K,Lob-gedichte An die Durchlauchtige und Hochgeborne Fürsten und Herren/ Herrn Johann Philippen Und Herrn Wilhelm/ Hertzoge zu Sachsen ... Als Ihre Fürstl. Gn. Ihre Universitet Jehna/ mit denen heimgefallenen Lehnen Rembda und Apolda ... beschenckten/ den 28. Febr. Anno 1633,005,Herzog Wilhelm IV. von,Sachsen-Weimar,Der Schmackhafte,gnd/102104387,NA,028G,lat,NA,ger,Einblattdruck
133409,1633,547:677138K,Lob-gedichte An die Durchlauchtige und Hochgeborne Fürsten und Herren/ Herrn Johann Philippen Und Herrn Wilhelm/ Hertzoge zu Sachsen ... Als Ihre Fürstl. Gn. Ihre Universitet Jehna/ mit denen heimgefallenen Lehnen Rembda und Apolda ... beschenckten/ den 28. Febr. Anno 1633,005,Herzog Wilhelm IV. von,Sachsen-Weimar,Der Schmackhafte,gnd/102104387,NA,028G,lat,NA,ger,Gelegenheitsschrift
133409,1633,547:677138K,Lob-gedichte An die Durchlauchtige und Hochgeborne Fürsten und Herren/ Herrn Johann Philippen Und Herrn Wilhelm/ Hertzoge zu Sachsen ... Als Ihre Fürstl. Gn. Ihre Universitet Jehna/ mit denen heimgefallenen Lehnen Rembda und Apolda ... beschenckten/ den 28. Febr. Anno 1633,005,Herzog Wilhelm IV. von,Sachsen-Weimar,Der Schmackhafte,gnd/102104387,NA,028G,lat,NA,ger,Lyrik
93361,1651,3:312599E,Bitt-Schrift deß Garlebischen Biers An den Durchleuchtigen/ Hochgebohrnen Fürsten und Herrn Herrn Fridrich Ulrichen/ Hertzogen zu Brunswik und Lünäb. u.a.m.,038,Herzog Friedrich Ulrich von,Braunschweig-Wolfenbüttel,Der Dauerhafte,gnd/102017433,NA,028C,lat,NA,ger,Einblattdruck
93361,1651,3:312599E,Bitt-Schrift deß Garlebischen Biers An den Durchleuchtigen/ Hochgebohrnen Fürsten und Herrn Herrn Fridrich Ulrichen/ Hertzogen zu Brunswik und Lünäb. u.a.m.,038,Herzog Friedrich Ulrich von,Braunschweig-Wolfenbüttel,Der Dauerhafte,gnd/102017433,NA,028C,lat,NA,ger,Lyrik
60088,1661,23:296351Y,Schreiben Des Hertzogen von Mecklenburg zu Güstrou/ Mit beygefügter Antwort Ihrer Königl. Mayt. in Schweden/ Wegen Des Zolls und der Schantze bey Warnemünde,511,Herzog Gustav Adolph von,Mecklenburg-Güstrow,Der Gefällige,gnd/101250797,NA,028A,lat,NA,ger,Brief
16194,1671,7:666141E,Aeneas von Gaza Eines @uhralten Christlichen Weisen Vortreffliches Gespräch/ genandt Theophrast/ Von Unsterblichkeit der Seelen,418,Zacharias Prüschenk von,Lindenhofen,Der Fördernde,gnd/100878962,NA,028C,grc,NA,ger,NA
293759,1678,1:073862R,Gottes zweyfache Bundes-Lade,418,Zacharias Prüschenk von,Lindenhofen,Der Fördernde,gnd/100878962,NA,028C,lat,NA,ger,NA
105089,1647,23:281424G,J. Cats @Selbststreit/ das ist/ Kräfftige Bewegung deß Fleisches wider den Geist,499,Ernst Christoph,Homburg,Der Keusche,gnd/100818684,NA,028C,dut,NA,ger,Verserzählung
89256,1652,23:249629C,Hexamereon Oder Sechs Tage-Zeiten/ oder vielmehr Sechs-Tägiges Gespräch/ uber etzliche schwere Puncten in verschiedenen Wissenschafften/ beneben vielen denckwürdigen und zuvor fast nie erhörten Historien,374,Landgraf Hermann IV. von,Hessen-Rotenburg,Der Fütternde,gnd/100098355,NA,028C,spa,NA,ger,Gesellschaftsschrift
89256,1652,23:249629C,Hexamereon Oder Sechs Tage-Zeiten/ oder vielmehr Sechs-Tägiges Gespräch/ uber etzliche schwere Puncten in verschiedenen Wissenschafften/ beneben vielen denckwürdigen und zuvor fast nie erhörten Historien,374,Landgraf Hermann IV. von,Hessen-Rotenburg,Der Fütternde,gnd/100098355,NA,028C,spa,NA,ger,Satire
210757,1609,23:261229C,"Oratio Gratulatoria, Oder Eine Ruhm und GlückwunschsRede/ Den ... Herrn Adolph Friederich/ Und Herrn Johann Albrecht/ Hertzogen zu Mecklenburg ... Als II. FF. GG. am 25. Iunii gen Colpin ankamen/ wie zum anfang der Fürstlichen Regierung gebräuchlich/ den HuldigungsEydt von der Ritterschafft des Stargardischen Kreyses zu nemen/ Zu Ehren und Wolgefallen",175,Herzog Adolph Friedrich I. von,Mecklenburg-Schwerin,Der Herrliche,gnd/100014704,NA,028C,lat,NA,ger,Rede
210757,1609,23:261229C,"Oratio Gratulatoria, Oder Eine Ruhm und GlückwunschsRede/ Den ... Herrn Adolph Friederich/ Und Herrn Johann Albrecht/ Hertzogen zu Mecklenburg ... Als II. FF. GG. am 25. Iunii gen Colpin ankamen/ wie zum anfang der Fürstlichen Regierung gebräuchlich/ den HuldigungsEydt von der Ritterschafft des Stargardischen Kreyses zu nemen/ Zu Ehren und Wolgefallen",175,Herzog Adolph Friedrich I. von,Mecklenburg-Schwerin,Der Herrliche,gnd/100014704,NA,028C,lat,NA,ger,Gelegenheitsschrift
19027,1670,5119:742396Q,"Kriegs Discurssen, Oder Kurtze Militarische erinnerungen",413,Freiherr Jodok Hilmar (von),Knigge,Der Berühmete,gnd/1068296593,NA,028C,fre,NA,ger,Kriegskunde
19028,1670,5119:742390U,"Le @Parfaict Capitaine Oder Kurtzer Außzug und Kriegs-Regeln/ über die Commendaria Iulii Caesaris, ersten Römischen Käysers",413,Freiherr Jodok Hilmar (von),Knigge,Der Berühmete,gnd/1068296593,NA,028C,fre,NA,ger,Kriegskunde
